DateTime Stamp,Signed Firmware Version,Ultrasound range( (signal strength)-(0-100)Db,Updates per second,Ranges(m),2D Camera resolution,Frames per second,Point cloud Density,Points per second,ultrasound data type,camera data type,lidar data type,operation ,Abnormality type,Potential Attack type
2023-02-17 20:27:30,1.2.4,94,70,1,RGB: 1024 x 768,35,PCD: 1024 x 1024,16712,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:28:00,1.2.5,78,73,4,RGB: 1024 x 768,34,PCD: 1024 x 1024,11383,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:28:30,1.2.5,35,78,0,RGB: 1024 x 768,29,PCD: 1024 x 1024,11604,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:29:00,1.2.5,27,64,0,RGB: 1024 x 768,30,PCD: 1024 x 1024,32256,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:29:30,1.2.5,8,52,3,RGB: 1024 x 768,18,PCD: 1024 x 1024,15390,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:30:00,1.2.3,22,84,1,RGB: 1024 x 768,18,PCD: 1024 x 1024,14144,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:30:30,1.2.4,9,104,2,RGB: 1024 x 768,17,PCD: 1024 x 1024,30227,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:31:00,1.2.3,43,109,0,RGB: 1024 x 768,19,PCD: 1024 x 1024,18369,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:31:30,1.2.4,49,82,2,RGB: 1024 x 768,49,PCD: 1024 x 1024,23173,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:32:00,1.2.3,17,54,3,RGB: 1024 x 768,35,PCD: 1024 x 1024,28099,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:32:30,1.2.5,90,66,4,RGB: 1024 x 768,40,PCD: 1024 x 1024,27271,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:33:00,1.2.4,47,107,5,RGB: 1024 x 768,17,PCD: 1024 x 1024,27198,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:33:30,1.2.4,66,67,4,RGB: 1024 x 768,36,PCD: 1024 x 1024,35988,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:34:00,1.2.4,84,67,5,RGB: 1024 x 768,18,PCD: 1024 x 1024,16352,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:34:30,1.2.4,62,47,1,RGB: 1024 x 768,30,PCD: 1024 x 1024,17956,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:35:00,1.2.5,43,80,0,RGB: 1024 x 768,22,PCD: 1024 x 1024,22201,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:35:30,1.2.4,67,46,4,RGB: 1024 x 768,40,PCD: 1024 x 1024,31293,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:36:00,1.2.4,69,45,6,RGB: 1024 x 768,34,PCD: 1024 x 1024,37512,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:36:30,1.2.3,92,41,2,RGB: 1024 x 768,53,PCD: 1024 x 1024,11884,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-17 20:37:00,1.2.5,37,117,4,RGB: 1024 x 768,59,PCD: 1024 x 1024,37044,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:37:30,1.2.3,6,47,1,RGB: 1024 x 768,38,PCD: 1024 x 1024,31832,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:38:00,1.2.4,97,113,1,RGB: 1024 x 768,18,PCD: 1024 x 1024,37436,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:38:30,1.2.4,89,105,1,RGB: 1024 x 768,48,PCD: 1024 x 1024,22262,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:39:00,1.2.5,67,64,3,RGB: 1024 x 768,19,PCD: 1024 x 1024,19485,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:39:30,1.2.3,79,52,1,RGB: 1024 x 768,54,PCD: 1024 x 1024,15098,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:40:00,1.2.3,13,38,2,RGB: 1024 x 768,16,PCD: 1024 x 1024,17581,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:40:30,1.2.4,35,45,3,RGB: 1024 x 768,37,PCD: 1024 x 1024,27131,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:41:00,1.2.4,22,107,4,RGB: 1024 x 768,18,PCD: 1024 x 1024,37616,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:41:30,1.2.4,95,115,3,RGB: 1024 x 768,45,PCD: 1024 x 1024,18618,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:42:00,1.2.4,0,44,0,RGB: 1024 x 768,34,PCD: 1024 x 1024,14938,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:42:30,1.2.4,96,94,0,RGB: 1024 x 768,26,PCD: 1024 x 1024,28194,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:43:00,1.2.3,98,57,0,RGB: 1024 x 768,32,PCD: 1024 x 1024,31406,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:43:30,1.2.3,68,69,0,RGB: 1024 x 768,56,PCD: 1024 x 1024,17161,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:44:00,1.2.4,98,117,2,RGB: 1024 x 768,34,PCD: 1024 x 1024,15901,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:44:30,1.2.4,55,48,5,RGB: 1024 x 768,26,PCD: 1024 x 1024,11077,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:45:00,1.2.3,44,78,0,RGB: 1024 x 768,21,PCD: 1024 x 1024,34252,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:45:30,1.2.4,49,32,1,RGB: 1024 x 768,26,PCD: 1024 x 1024,24214,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:46:00,1.2.5,18,99,4,RGB: 1024 x 768,41,PCD: 1024 x 1024,15382,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:46:30,1.2.3,22,56,2,RGB: 1024 x 768,23,PCD: 1024 x 1024,23796,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:47:00,1.2.4,72,82,5,RGB: 1024 x 768,41,PCD: 1024 x 1024,28099,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:47:30,1.2.3,95,114,5,RGB: 1024 x 768,24,PCD: 1024 x 1024,18993,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:48:00,1.2.4,79,54,1,RGB: 1024 x 768,44,PCD: 1024 x 1024,18894,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:48:30,1.2.4,43,57,2,RGB: 1024 x 768,46,PCD: 1024 x 1024,19355,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:49:00,1.2.5,69,51,4,RGB: 1024 x 768,52,PCD: 1024 x 1024,39199,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:49:30,1.2.5,4,106,0,RGB: 1024 x 768,42,PCD: 1024 x 1024,33183,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:50:00,1.2.3,77,42,0,RGB: 1024 x 768,24,PCD: 1024 x 1024,10081,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:50:30,1.2.3,91,56,1,RGB: 1024 x 768,54,PCD: 1024 x 1024,38783,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-17 20:51:00,1.2.3,9,94,2,RGB: 1024 x 768,21,PCD: 1024 x 1024,27401,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:51:30,1.2.3,55,57,6,RGB: 1024 x 768,57,PCD: 1024 x 1024,11074,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:52:00,1.2.4,0,60,5,RGB: 1024 x 768,16,PCD: 1024 x 1024,39789,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:52:30,1.2.5,91,80,3,RGB: 1024 x 768,16,PCD: 1024 x 1024,14374,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:53:00,1.2.3,63,47,2,RGB: 1024 x 768,22,PCD: 1024 x 1024,35097,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:53:30,1.2.3,41,43,4,RGB: 1024 x 768,16,PCD: 1024 x 1024,17858,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:54:00,1.2.5,6,32,0,RGB: 1024 x 768,16,PCD: 1024 x 1024,27058,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:54:30,1.2.5,50,119,0,RGB: 1024 x 768,18,PCD: 1024 x 1024,24512,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:55:00,1.2.5,43,37,1,RGB: 1024 x 768,46,PCD: 1024 x 1024,28547,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 20:55:30,1.2.3,94,108,4,RGB: 1024 x 768,16,PCD: 1024 x 1024,25786,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:56:00,1.2.3,2,112,5,RGB: 1024 x 768,33,PCD: 1024 x 1024,26349,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:56:30,1.2.4,100,77,3,RGB: 1024 x 768,35,PCD: 1024 x 1024,24734,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:57:00,1.2.5,42,51,0,RGB: 1024 x 768,54,PCD: 1024 x 1024,36776,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:57:30,1.2.5,31,115,2,RGB: 1024 x 768,40,PCD: 1024 x 1024,15762,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:58:00,1.2.5,92,107,5,RGB: 1024 x 768,55,PCD: 1024 x 1024,16233,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-17 20:58:30,1.2.4,10,39,4,RGB: 1024 x 768,51,PCD: 1024 x 1024,37697,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:59:00,1.2.3,67,104,6,RGB: 1024 x 768,55,PCD: 1024 x 1024,34602,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 20:59:30,1.2.5,52,79,1,RGB: 1024 x 768,15,PCD: 1024 x 1024,36983,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:00:00,1.2.3,48,108,4,RGB: 1024 x 768,27,PCD: 1024 x 1024,15654,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:00:30,1.2.5,36,74,4,RGB: 1024 x 768,41,PCD: 1024 x 1024,18777,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:01:00,1.2.3,21,119,5,RGB: 1024 x 768,39,PCD: 1024 x 1024,10229,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:01:30,1.2.5,21,101,2,RGB: 1024 x 768,26,PCD: 1024 x 1024,23576,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:02:00,1.2.5,89,113,4,RGB: 1024 x 768,39,PCD: 1024 x 1024,37314,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:02:30,1.2.5,89,76,6,RGB: 1024 x 768,47,PCD: 1024 x 1024,35480,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:03:00,1.2.4,75,66,1,RGB: 1024 x 768,34,PCD: 1024 x 1024,16777,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:03:30,1.2.5,28,84,3,RGB: 1024 x 768,52,PCD: 1024 x 1024,25854,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:04:00,1.2.3,31,51,2,RGB: 1024 x 768,20,PCD: 1024 x 1024,19671,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:04:30,1.2.5,7,50,4,RGB: 1024 x 768,45,PCD: 1024 x 1024,37813,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:05:00,1.2.5,81,103,1,RGB: 1024 x 768,36,PCD: 1024 x 1024,24681,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:05:30,1.2.5,51,70,6,RGB: 1024 x 768,58,PCD: 1024 x 1024,31637,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:06:00,1.2.3,34,120,5,RGB: 1024 x 768,23,PCD: 1024 x 1024,21964,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:06:30,1.2.5,2,77,2,RGB: 1024 x 768,34,PCD: 1024 x 1024,21188,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:07:00,1.2.4,53,111,2,RGB: 1024 x 768,47,PCD: 1024 x 1024,26145,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:07:30,1.2.5,7,110,5,RGB: 1024 x 768,32,PCD: 1024 x 1024,26691,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:08:00,1.2.4,60,104,4,RGB: 1024 x 768,55,PCD: 1024 x 1024,26855,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:08:30,1.2.4,77,97,6,RGB: 1024 x 768,18,PCD: 1024 x 1024,22228,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:09:00,1.2.3,45,56,6,RGB: 1024 x 768,56,PCD: 1024 x 1024,26180,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:09:30,1.2.5,9,51,5,RGB: 1024 x 768,24,PCD: 1024 x 1024,13845,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:10:00,1.2.3,100,87,4,RGB: 1024 x 768,38,PCD: 1024 x 1024,35591,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:10:30,1.2.3,22,94,4,RGB: 1024 x 768,51,PCD: 1024 x 1024,35891,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:11:00,1.2.3,91,97,0,RGB: 1024 x 768,25,PCD: 1024 x 1024,29746,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:11:30,1.2.3,66,78,5,RGB: 1024 x 768,21,PCD: 1024 x 1024,21286,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:12:00,1.2.4,19,78,4,RGB: 1024 x 768,30,PCD: 1024 x 1024,39953,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:12:30,1.2.4,36,78,0,RGB: 1024 x 768,16,PCD: 1024 x 1024,39970,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:13:00,1.2.5,96,42,2,RGB: 1024 x 768,22,PCD: 1024 x 1024,24590,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:13:30,1.2.3,27,55,1,RGB: 1024 x 768,34,PCD: 1024 x 1024,22682,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:14:00,1.2.4,26,102,4,RGB: 1024 x 768,19,PCD: 1024 x 1024,16158,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:14:30,1.2.5,16,38,6,RGB: 1024 x 768,30,PCD: 1024 x 1024,29451,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:15:00,1.2.5,90,77,0,RGB: 1024 x 768,25,PCD: 1024 x 1024,16414,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:15:30,1.2.4,34,102,6,RGB: 1024 x 768,31,PCD: 1024 x 1024,37034,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:16:00,1.2.3,55,103,1,RGB: 1024 x 768,35,PCD: 1024 x 1024,35200,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:16:30,1.2.5,53,112,6,RGB: 1024 x 768,44,PCD: 1024 x 1024,36946,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:17:00,1.2.4,87,68,0,RGB: 1024 x 768,43,PCD: 1024 x 1024,33014,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:17:30,1.2.4,85,66,3,RGB: 1024 x 768,45,PCD: 1024 x 1024,26666,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:18:00,1.2.4,47,94,2,RGB: 1024 x 768,43,PCD: 1024 x 1024,32965,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:18:30,1.2.4,52,105,3,RGB: 1024 x 768,56,PCD: 1024 x 1024,34865,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:19:00,1.2.4,97,107,5,RGB: 1024 x 768,38,PCD: 1024 x 1024,12982,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:19:30,1.2.5,54,107,6,RGB: 1024 x 768,38,PCD: 1024 x 1024,29466,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:20:00,1.2.5,45,70,4,RGB: 1024 x 768,45,PCD: 1024 x 1024,10132,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:20:30,1.2.4,82,71,6,RGB: 1024 x 768,45,PCD: 1024 x 1024,17568,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:21:00,1.2.3,100,31,0,RGB: 1024 x 768,55,PCD: 1024 x 1024,26101,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-17 21:21:30,1.2.4,42,41,3,RGB: 1024 x 768,38,PCD: 1024 x 1024,29539,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:22:00,1.2.3,34,61,1,RGB: 1024 x 768,20,PCD: 1024 x 1024,14385,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:22:30,1.2.3,59,73,0,RGB: 1024 x 768,39,PCD: 1024 x 1024,22233,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:23:00,1.2.3,84,78,3,RGB: 1024 x 768,32,PCD: 1024 x 1024,10594,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:23:30,1.2.4,27,58,1,RGB: 1024 x 768,29,PCD: 1024 x 1024,28871,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:24:00,1.2.4,6,111,1,RGB: 1024 x 768,39,PCD: 1024 x 1024,18336,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:24:30,1.2.5,87,39,5,RGB: 1024 x 768,56,PCD: 1024 x 1024,28913,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:25:00,1.2.3,32,50,0,RGB: 1024 x 768,41,PCD: 1024 x 1024,37801,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:25:30,1.2.3,4,98,0,RGB: 1024 x 768,36,PCD: 1024 x 1024,36048,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:26:00,1.2.3,47,78,3,RGB: 1024 x 768,23,PCD: 1024 x 1024,12256,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:26:30,1.2.3,67,53,2,RGB: 1024 x 768,24,PCD: 1024 x 1024,27441,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:27:00,1.2.4,54,82,6,RGB: 1024 x 768,23,PCD: 1024 x 1024,29784,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:27:30,1.2.3,67,73,5,RGB: 1024 x 768,22,PCD: 1024 x 1024,12037,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:28:00,1.2.3,39,33,2,RGB: 1024 x 768,60,PCD: 1024 x 1024,10669,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:28:30,1.2.4,71,47,4,RGB: 1024 x 768,34,PCD: 1024 x 1024,21755,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:29:00,1.2.4,12,97,4,RGB: 1024 x 768,21,PCD: 1024 x 1024,22238,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:29:30,1.2.5,14,112,2,RGB: 1024 x 768,23,PCD: 1024 x 1024,29395,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:30:00,1.2.4,6,41,0,RGB: 1024 x 768,57,PCD: 1024 x 1024,33090,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:30:30,1.2.5,22,32,4,RGB: 1024 x 768,35,PCD: 1024 x 1024,17864,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:31:00,1.2.5,71,43,5,RGB: 1024 x 768,20,PCD: 1024 x 1024,22059,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:31:30,1.2.4,25,76,6,RGB: 1024 x 768,41,PCD: 1024 x 1024,38202,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:32:00,1.2.4,85,120,0,RGB: 1024 x 768,57,PCD: 1024 x 1024,15317,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:32:30,1.2.5,69,33,1,RGB: 1024 x 768,36,PCD: 1024 x 1024,32590,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:33:00,1.2.4,32,33,0,RGB: 1024 x 768,51,PCD: 1024 x 1024,32638,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:33:30,1.2.5,9,119,0,RGB: 1024 x 768,40,PCD: 1024 x 1024,22431,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:34:00,1.2.3,44,104,6,RGB: 1024 x 768,23,PCD: 1024 x 1024,30002,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:34:30,1.2.4,100,32,1,RGB: 1024 x 768,46,PCD: 1024 x 1024,23902,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:35:00,1.2.3,2,106,2,RGB: 1024 x 768,49,PCD: 1024 x 1024,36070,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:35:30,1.2.3,14,60,0,RGB: 1024 x 768,56,PCD: 1024 x 1024,11051,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:36:00,1.2.4,45,83,4,RGB: 1024 x 768,37,PCD: 1024 x 1024,28163,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:36:30,1.2.5,51,73,5,RGB: 1024 x 768,58,PCD: 1024 x 1024,10303,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:37:00,1.2.5,83,70,4,RGB: 1024 x 768,39,PCD: 1024 x 1024,14090,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:37:30,1.2.3,6,69,5,RGB: 1024 x 768,58,PCD: 1024 x 1024,26307,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:38:00,1.2.5,33,44,2,RGB: 1024 x 768,17,PCD: 1024 x 1024,39985,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:38:30,1.2.5,71,98,1,RGB: 1024 x 768,30,PCD: 1024 x 1024,36283,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:39:00,1.2.3,94,119,4,RGB: 1024 x 768,31,PCD: 1024 x 1024,14509,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:39:30,1.2.4,91,83,3,RGB: 1024 x 768,33,PCD: 1024 x 1024,13716,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:40:00,1.2.3,6,104,5,RGB: 1024 x 768,23,PCD: 1024 x 1024,32000,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:40:30,1.2.5,82,42,3,RGB: 1024 x 768,34,PCD: 1024 x 1024,18858,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:41:00,1.2.4,55,96,0,RGB: 1024 x 768,16,PCD: 1024 x 1024,21851,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:41:30,1.2.4,53,115,2,RGB: 1024 x 768,17,PCD: 1024 x 1024,24428,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:42:00,1.2.4,29,32,2,RGB: 1024 x 768,48,PCD: 1024 x 1024,23861,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:42:30,1.2.3,44,73,4,RGB: 1024 x 768,37,PCD: 1024 x 1024,27746,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:43:00,1.2.3,89,35,5,RGB: 1024 x 768,54,PCD: 1024 x 1024,24999,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:43:30,1.2.4,29,40,1,RGB: 1024 x 768,25,PCD: 1024 x 1024,22416,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:44:00,1.2.3,71,51,4,RGB: 1024 x 768,16,PCD: 1024 x 1024,33890,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:44:30,1.2.5,15,89,6,RGB: 1024 x 768,51,PCD: 1024 x 1024,12001,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:45:00,1.2.4,16,97,5,RGB: 1024 x 768,35,PCD: 1024 x 1024,11049,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:45:30,1.2.5,66,60,3,RGB: 1024 x 768,41,PCD: 1024 x 1024,31078,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:46:00,1.2.4,57,104,0,RGB: 1024 x 768,25,PCD: 1024 x 1024,20999,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:46:30,1.2.3,86,108,1,RGB: 1024 x 768,19,PCD: 1024 x 1024,20762,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:47:00,1.2.5,34,45,2,RGB: 1024 x 768,40,PCD: 1024 x 1024,22332,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:47:30,1.2.5,96,53,4,RGB: 1024 x 768,53,PCD: 1024 x 1024,24819,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
2023-02-17 21:48:00,1.2.4,35,110,2,RGB: 1024 x 768,18,PCD: 1024 x 1024,37991,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:48:30,1.2.3,78,110,2,RGB: 1024 x 768,28,PCD: 1024 x 1024,24919,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:49:00,1.2.3,100,85,5,RGB: 1024 x 768,17,PCD: 1024 x 1024,26279,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:49:30,1.2.4,49,109,0,RGB: 1024 x 768,16,PCD: 1024 x 1024,11484,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:50:00,1.2.3,80,39,4,RGB: 1024 x 768,55,PCD: 1024 x 1024,22245,numeric array,numeric array,numeric array,not normal,malfunction,no attack
2023-02-17 21:50:30,1.2.4,43,91,4,RGB: 1024 x 768,19,PCD: 1024 x 1024,23850,numeric array,numeric array,numeric array,normal,n/a,no attack
2023-02-17 21:51:00,1.2.3,92,86,2,RGB: 1024 x 768,58,PCD: 1024 x 1024,11570,numeric array,numeric array,numeric array,not normal,malfunction,Potential DDoS attack or botnet activity
